"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"42101031000","Census Tract 310, Philadelphia County, Pennsylvania","Census Tract 310, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008785",,,,,"42","101",,,,"031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031000",,,"1063411","0",7660,7660,18656.29,0.410585300009112,7660,3883,3777,7660,388,564,620,258,886,1332,1050,762,1054,360,200,186,7660,3448,1813,0,1427,0,746,226,2173,1743,1125,618,189,429,430,224,206,40956,2347,2173,1456,717,7660,1550,1458,3008,4652
"42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania","Census Tract 311.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008786",,,,,"42","101",,,,"031101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031101",,,"349649","0",5765,5765,42703.63,0.135000239383348,5765,2673,3092,5765,536,523,484,370,787,866,801,530,503,231,93,41,5765,1566,2427,11,478,0,1004,279,1680,1078,413,665,88,577,602,344,258,33613,1812,1680,804,876,5663,1579,2048,3627,2036
"42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania","Census Tract 311.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008787",,,,,"42","101",,,,"031102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031102",,,"397973","0",4366,4366,28413.71,0.153658240887603,4366,1962,2404,4366,165,356,434,229,551,436,508,806,549,166,126,40,4366,734,2724,67,342,0,443,56,1501,970,421,549,152,397,531,140,391,41750,1591,1501,1124,377,4366,552,1522,2074,2292
"42101031200","Census Tract 312, Philadelphia County, Pennsylvania","Census Tract 312, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008788",,,,,"42","101",,,,"031200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031200",,,"429736","0",5207,5207,31382.21,0.165922004271834,5207,2445,2762,5207,593,613,417,178,331,988,560,536,501,350,119,21,5207,968,2798,7,747,0,577,110,1615,1116,578,538,94,444,499,226,273,33734,1791,1615,884,731,5207,1651,1479,3130,2077
"42101031300","Census Tract 313, Philadelphia County, Pennsylvania","Census Tract 313, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008789",,,,,"42","101",,,,"031300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031300",,,"711141","0",7487,7487,27267.79,0.274573086825113,7487,3911,3576,7487,725,755,567,313,492,1558,958,999,584,279,218,39,7487,2614,2036,44,1664,0,586,543,2220,1680,934,746,115,631,540,347,193,40337,2462,2220,895,1325,7473,2348,2181,4529,2944
"42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","Census Tract 314.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008790",,,,,"42","101",,,,"031401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031401",,,"594849","0",7617,7617,33164.62,0.229672492691086,7617,3461,4156,7617,869,588,421,313,922,1251,1096,1111,681,266,21,78,7617,2444,1576,12,1810,21,1457,297,2115,1778,1049,729,249,480,337,159,178,38992,2309,2115,959,1156,7617,1957,2843,4800,2817
"42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","Census Tract 314.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008791",,,,,"42","101",,,,"031402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031402",,,"564136","0",5980,5980,27454.6,0.217814136590594,5980,2589,3391,5980,403,426,459,365,645,853,952,734,536,289,165,153,5980,2234,901,0,2197,0,564,84,1823,1222,745,477,67,410,601,304,297,34641,1943,1823,1122,701,5954,1684,1849,3533,2421
"42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","Census Tract 315.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008792",,,,,"42","101",,,,"031501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031501",,,"587242","0",6397,6397,28213.5,0.226735413445931,6397,3384,3013,6397,506,367,448,164,613,1261,691,905,493,639,183,127,6397,5190,381,0,678,0,61,87,2093,1342,892,450,194,256,751,402,349,44615,2394,2093,1575,518,6397,1077,1728,2805,3592
"42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","Census Tract 315.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008793",,,,,"42","101",,,,"031502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031502",,,"578101","0",4283,4283,19188.55,0.22320605346434,4283,2161,2122,4283,341,364,283,82,346,845,412,512,631,305,109,53,4283,2261,1082,0,599,0,168,173,1375,862,606,256,41,215,513,354,159,42594,1600,1375,851,524,4256,1036,1365,2401,1855
"42101031600","Census Tract 316, Philadelphia County, Pennsylvania","Census Tract 316, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008794",,,,,"42","101",,,,"031600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031600",,,"713953","0",6982,6982,25328.41,0.275658806141187,6982,3660,3322,6982,546,678,724,175,457,1500,889,749,585,381,172,126,6982,4445,1275,0,753,0,318,191,2175,1551,730,821,394,427,624,332,292,38693,2319,2175,1394,781,6946,1830,1964,3794,3152
"42101031700","Census Tract 317, Philadelphia County, Pennsylvania","Census Tract 317, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008795",,,,,"42","101",,,,"031700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031700",,,"881689","0",6180,6180,18153.94,0.340422040565439,6180,2628,3552,6180,370,350,477,317,788,721,1086,836,574,359,235,67,6180,2360,2290,0,227,0,735,568,2364,1450,929,521,15,506,914,351,563,47565,2483,2364,1375,989,6180,818,1413,2231,3949
"42101031800","Census Tract 318, Philadelphia County, Pennsylvania","Census Tract 318, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008796",,,,,"42","101",,,,"031800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031800",,,"464290","0",4030,4030,22480.89,0.179263378826466,4030,1952,2078,4030,278,291,301,145,345,710,536,687,386,199,108,44,4030,1454,1818,0,102,0,583,73,1458,786,366,420,132,288,672,358,314,42404,1570,1458,810,648,4030,992,965,1957,2073
"42101031900","Census Tract 319, Philadelphia County, Pennsylvania","Census Tract 319, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008797",,,,,"42","101",,,,"031900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031900",,,"773285","0",5136,5136,17202.17,0.298567020387739,5136,2479,2657,5136,305,377,244,214,565,828,936,642,556,232,174,63,5136,2388,1664,81,224,0,641,138,1718,983,383,600,197,403,735,278,457,40283,1913,1718,1016,702,5136,1002,1091,2093,3043
"42101032000","Census Tract 320, Philadelphia County, Pennsylvania","Census Tract 320, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008798",,,,,"42","101",,,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032000",,,"681549","0",6881,6881,26148.83,0.263147551262786,6881,3275,3606,6881,663,561,188,358,617,1374,919,706,839,292,272,92,6881,4850,1450,0,154,0,405,22,2458,1707,990,717,207,510,751,329,422,44086,2701,2458,1916,542,6881,1005,1806,2811,4070
"42101032100","Census Tract 321, Philadelphia County, Pennsylvania","Census Tract 321, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008799",,,,,"42","101",,,,"032100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032100",,,"552928","0",4148,4148,19429.78,0.213486703413298,4148,2028,2120,4148,298,497,314,214,423,763,436,494,412,188,79,30,4148,2607,744,0,174,0,569,54,1426,802,336,466,109,357,624,390,234,36563,1597,1426,750,676,4148,1216,1203,2419,1729
"42101032300","Census Tract 323, Philadelphia County, Pennsylvania","Census Tract 323, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008800",,,,,"42","101",,,,"032300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032300",,,"600043","0",3358,3358,14494.26,0.231677907387988,3358,1673,1685,3358,192,253,118,88,415,738,415,533,255,229,103,19,3358,1984,1167,0,0,0,180,27,1378,686,320,366,78,288,692,381,311,41940,1598,1378,744,634,3287,405,730,1135,2152
"42101032500","Census Tract 325, Philadelphia County, Pennsylvania","Census Tract 325, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008801",,,,,"42","101",,,,"032500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032500",,,"839319","0",6079,6079,18758.71,0.32406289141108,6079,2754,3325,6079,493,379,315,275,594,992,1028,598,698,383,275,49,6079,3668,1725,17,210,0,233,226,2081,1249,677,572,133,439,832,373,459,44865,2390,2081,1222,859,6079,1787,1280,3067,3012
"42101032600","Census Tract 326, Philadelphia County, Pennsylvania","Census Tract 326, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008802",,,,,"42","101",,,,"032600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032600",,,"809898","0",7056,7056,22564.52,0.312703379320676,7056,3563,3493,7056,679,523,577,316,592,1003,1218,697,672,426,199,154,7056,4069,1259,28,458,0,1018,224,2425,1542,888,654,133,521,883,424,459,49164,2728,2425,1721,704,7056,1563,1116,2679,4377
"42101032900","Census Tract 329, Philadelphia County, Pennsylvania","Census Tract 329, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008803",,,,,"42","101",,,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032900",,,"922922","21617",3303,3303,9269.181,0.356342191546833,3303,1622,1681,3303,155,291,181,120,240,497,452,483,560,184,110,30,3303,2399,518,0,94,0,282,10,1389,589,362,227,110,117,800,400,400,39673,1789,1389,626,763,3293,725,766,1491,1802
"42101033000","Census Tract 330, Philadelphia County, Pennsylvania","Census Tract 330, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008804",,,,,"42","101",,,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033000",,,"732860","0",7354,7354,25989.65,0.282958839963737,7354,3344,4010,7354,699,742,514,183,741,1126,992,789,848,419,206,95,7354,5076,1101,0,63,0,643,471,2665,1553,833,720,49,671,1112,373,739,32768,2877,2665,1559,1106,7309,2306,1825,4131,3178
"42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","Census Tract 331.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008805",,,,,"42","101",,,,"033101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033101",,,"486954","0",4717,4717,25088.56,0.188013998520456,4717,2349,2368,4717,519,253,237,156,279,1126,478,472,631,289,201,76,4717,4192,146,0,206,0,50,123,1705,1109,809,300,127,173,596,365,231,56592,1898,1705,1296,409,4717,796,657,1453,3264
"42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","Census Tract 331.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008806",,,,,"42","101",,,,"033102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033102",,,"718272","0",3486,3486,12570.03,0.277326381434972,3486,1562,1924,3486,278,79,269,70,186,616,570,382,477,236,167,156,3486,3101,183,0,57,0,78,67,1580,699,445,254,109,145,881,401,480,43713,1754,1580,1079,501,3486,496,949,1445,2041
"42101033200","Census Tract 332, Philadelphia County, Pennsylvania","Census Tract 332, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008807",,,,,"42","101",,,,"033200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033200",,,"828420","0",2680,2680,8378.803,0.319854763805855,2680,1375,1305,2680,131,126,255,208,133,364,457,348,297,157,126,78,2680,2354,89,0,197,0,32,8,957,671,495,176,113,63,286,163,123,64408,1015,957,807,150,2657,123,396,519,2138
"42101033300","Census Tract 333, Philadelphia County, Pennsylvania","Census Tract 333, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008808",,,,,"42","101",,,,"033300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033300",,,"1011566","0",4274,4274,10943.04,0.390567832746715,4274,1884,2390,4274,330,228,110,58,227,456,389,527,633,564,469,283,4274,3360,735,0,72,0,101,6,1747,887,649,238,90,148,860,359,501,43398,1798,1747,1044,703,3811,534,584,1118,2693
"42101033400","Census Tract 334, Philadelphia County, Pennsylvania","Census Tract 334, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008809",,,,,"42","101",,,,"033400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033400",,,"1218434","0",5590,5590,11882.49,0.470440017482706,5590,2769,2821,5590,500,234,295,97,255,946,741,622,713,561,383,243,5590,3103,970,0,1293,0,185,39,1878,1250,884,366,110,256,628,221,407,48784,2020,1878,1099,779,5335,1112,933,2045,3290
"42101033500","Census Tract 335, Philadelphia County, Pennsylvania","Census Tract 335, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008810",,,,,"42","101",,,,"033500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033500",,,"942793","0",4137,4137,11364.93,0.364014427866075,4137,1838,2299,4137,341,339,164,201,218,714,560,596,342,353,238,71,4137,2034,432,0,689,0,918,64,1389,958,529,429,79,350,431,252,179,58546,1439,1389,865,524,4135,1107,579,1686,2449
"42101033600","Census Tract 336, Philadelphia County, Pennsylvania","Census Tract 336, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008811",,,,,"42","101",,,,"033600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033600",,,"1153639","0",7324,7324,16442.81,0.445422527054179,7324,3900,3424,7324,627,234,432,224,785,1309,1169,965,825,473,217,64,7324,5189,972,0,572,0,383,208,2764,1707,1086,621,253,368,1057,703,354,43804,2953,2764,1314,1450,7286,1321,2092,3413,3873
"42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","Census Tract 337.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008812",,,,,"42","101",,,,"033701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033701",,,"973653","0",6163,6163,16394.03,0.37592954098629,6163,3057,3106,6163,249,330,492,416,479,787,724,620,756,913,212,185,6163,4300,1022,0,398,0,145,298,2184,1482,945,537,150,387,702,312,390,33689,2312,2184,780,1404,6150,1216,1878,3094,3056
"42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","Census Tract 337.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008813",,,,,"42","101",,,,"033702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033702",,,"1057798","0",5286,5286,12942.62,0.408418108500889,5286,2444,2842,5286,115,241,390,226,380,824,784,632,829,444,316,105,5286,3754,243,0,1070,0,154,65,1946,1307,1060,247,63,184,639,336,303,55636,2002,1946,1513,433,5286,518,1024,1542,3744
"42101033800","Census Tract 338, Philadelphia County, Pennsylvania","Census Tract 338, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008814",,,,,"42","101",,,,"033800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033800",,,"1400220","0",6202,6202,11471.84,0.540627987465579,6202,2859,3343,6202,432,591,349,84,336,1331,696,622,749,495,331,186,6202,4480,444,44,411,0,388,435,2300,1466,1044,422,103,319,834,370,464,47016,2583,2300,1432,868,6202,814,713,1527,4675
"42101033900","Census Tract 339, Philadelphia County, Pennsylvania","Census Tract 339, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008815",,,,,"42","101",,,,"033900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033900",,,"1141156","0",3367,3367,7641.803,0.44060281360377,3367,1671,1696,3367,383,259,152,71,308,608,371,441,351,270,80,73,3367,2220,560,0,416,0,98,73,1183,643,430,213,45,168,540,208,332,53373,1312,1183,735,448,3367,526,749,1275,2092
"42101034000","Census Tract 340, Philadelphia County, Pennsylvania","Census Tract 340, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008816",,,,,"42","101",,,,"034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034000",,,"763893","729",2950,2950,10002.01,0.294940748760226,2950,1499,1451,2950,155,242,242,150,180,237,438,440,338,264,199,65,2950,2139,331,0,289,0,114,77,1036,688,552,136,34,102,348,180,168,69444,1119,1036,934,102,2867,279,344,623,2244
"42101034100","Census Tract 341, Philadelphia County, Pennsylvania","Census Tract 341, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008817",,,,,"42","101",,,,"034100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034100",,,"1333267","0",5470,5470,10625.95,0.514777288543422,5470,2690,2780,5470,257,309,231,175,429,890,787,889,793,430,198,82,5470,4766,549,0,155,0,0,0,2306,1373,1023,350,164,186,933,440,493,70804,2537,2306,1339,967,5470,535,623,1158,4312
"42101034200","Census Tract 342, Philadelphia County, Pennsylvania","Census Tract 342, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008818",,,,,"42","101",,,,"034200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034200",,,"1000768","0",3654,3654,9456.554,0.386398701461165,3654,1486,2168,3654,113,182,217,158,141,569,265,476,315,382,520,316,3654,2614,476,0,381,0,117,66,1480,942,614,328,63,265,538,153,385,54458,1645,1480,754,726,3487,467,475,942,2545
"42101034400","Census Tract 344, Philadelphia County, Pennsylvania","Census Tract 344, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008819",,,,,"42","101",,,,"034400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034400",,,"3399171","13905",7870,7870,5996.522,1.31242731626556,7870,3773,4097,7870,385,480,570,271,419,844,800,1290,1008,1196,443,164,7870,5927,511,52,1117,0,195,68,2717,1964,1594,370,155,215,753,364,389,77348,2744,2717,2315,402,7578,408,543,951,6627
"42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","Census Tract 345.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008820",,,,,"42","101",,,,"034501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034501",,,"447469","0",3597,3597,20819.74,0.172768754140946,3597,1728,1869,3597,272,80,140,144,194,459,394,301,394,477,439,303,3597,2283,693,0,438,0,146,37,1845,839,556,283,64,219,1006,423,583,30015,1903,1845,248,1597,3597,799,859,1658,1939
"42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","Census Tract 345.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008821",,,,,"42","101",,,,"034502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034502",,,"1009269","0",5380,5380,13806.17,0.389680956050762,5380,2522,2858,5380,319,379,286,157,252,644,1176,801,452,442,357,115,5380,3530,1185,0,469,30,33,133,2442,1238,920,318,19,299,1204,657,547,44739,2579,2442,775,1667,5357,870,828,1698,3659
"42101034600","Census Tract 346, Philadelphia County, Pennsylvania","Census Tract 346, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008822",,,,,"42","101",,,,"034600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034600",,,"1853669","5746",2717,2717,3796.253,0.71570563261297,2717,1247,1470,2717,138,159,58,75,189,592,420,416,213,233,136,88,2717,1425,734,0,365,0,80,113,1213,594,359,235,44,191,619,289,330,43804,1281,1213,271,942,2717,454,705,1159,1558
"42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","Census Tract 347.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008823",,,,,"42","101",,,,"034701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034701",,,"1148190","57",6656,6656,15014.03,0.443318656302655,6656,3298,3358,6656,497,473,344,149,561,1065,726,790,940,553,332,226,6656,4826,1202,8,423,0,38,159,2512,1590,1100,490,141,349,922,438,484,52969,2555,2512,1899,613,6656,658,1231,1889,4767
"42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","Census Tract 347.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008824",,,,,"42","101",,,,"034702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034702",,,"1016206","0",3814,3814,9720.681,0.392359346838673,3814,1791,2023,3814,315,186,193,106,256,596,402,498,606,406,119,131,3814,2817,191,0,541,0,123,142,1413,970,784,186,28,158,443,194,249,73675,1448,1413,1219,194,3814,76,552,628,3186
"42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","Census Tract 348.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008825",,,,,"42","101",,,,"034801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034801",,,"1385963","5188",4408,4408,8237.354,0.535123328756736,4408,2218,2190,4408,178,196,248,178,226,627,645,486,579,638,323,84,4408,3935,321,0,49,0,38,65,1855,1191,885,306,87,219,664,315,349,49161,1967,1855,866,989,4389,398,746,1144,3245
"42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","Census Tract 348.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008826",,,,,"42","101",,,,"034802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034802",,,"1232182","8014",5520,5520,11602.78,0.47574815018448,5520,2718,2802,5520,483,586,234,210,508,904,599,600,604,303,300,189,5520,3581,1485,0,0,0,444,10,2018,1273,731,542,167,375,745,449,296,40595,2223,2018,941,1077,5448,733,1525,2258,3190
"42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","Census Tract 348.03, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008827",,,,,"42","101",,,,"034803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034803",,,"1271533","8021",4164,4164,8481.659,0.490941656872541,4164,2132,2032,4164,393,165,189,102,342,614,544,425,571,328,352,139,4164,3327,295,9,211,0,322,0,1535,1075,845,230,46,184,460,212,248,59508,1663,1535,1202,333,4164,209,996,1205,2959
"42101034900","Census Tract 349, Philadelphia County, Pennsylvania","Census Tract 349, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008828",,,,,"42","101",,,,"034900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034900",,,"1944040","0",5463,5463,7278.196,0.750598072269061,5463,2632,2831,5463,452,309,275,102,635,741,603,753,901,499,126,67,5463,3446,786,0,367,0,642,222,2084,1069,653,416,138,278,1015,591,424,46675,2261,2084,1123,961,5463,874,1016,1890,3573
"42101035100","Census Tract 351, Philadelphia County, Pennsylvania","Census Tract 351, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008829",,,,,"42","101",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035100",,,"997442","666018",4248,4248,11030.49,0.385114525627146,4248,2025,2223,4248,57,108,91,32,139,391,525,530,754,702,484,435,4248,3924,233,0,55,0,18,18,2340,903,635,268,159,109,1437,467,970,57500,2503,2340,1482,858,4135,435,447,882,3253
"42101035200","Census Tract 352, Philadelphia County, Pennsylvania","Census Tract 352, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008830",,,,,"42","101",,,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035200",,,"1838264","27863",4279,4279,6028.818,0.709757728607237,4279,2221,2058,4279,126,266,259,147,355,553,525,564,648,509,260,67,4279,3916,56,0,249,0,55,3,1606,1038,834,204,59,145,568,321,247,69821,1769,1606,1216,390,4104,243,366,609,3495
"42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","Census Tract 353.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008831",,,,,"42","101",,,,"035301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035301",,,"1375222","36973",5722,5722,10776.38,0.53097620529516,5722,2927,2795,5722,412,441,355,147,496,850,715,798,758,407,303,40,5722,4924,144,30,252,0,287,85,1955,1363,950,413,84,329,592,311,281,73002,2021,1955,1595,360,5722,425,656,1081,4641
"42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","Census Tract 353.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008832",,,,,"42","101",,,,"035302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035302",,,"1498641","17292",4340,4340,7500.494,0.578628549630346,4340,2163,2177,4340,369,129,144,149,221,744,439,674,550,534,300,87,4340,3885,335,10,69,0,11,30,1913,1039,692,347,140,207,874,481,393,51533,1975,1913,1120,793,4330,438,757,1195,3135
